Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type
544,5/1/2018 7:26,5/1/2018 7:35,31600,5th & K St NW,31277,17th & G St NW,W21510,Member
301,5/1/2018 7:26,5/1/2018 7:31,31246,M St & Pennsylvania Ave NW,31242,18th St & Pennsylvania Ave NW,W23108,Member
569,5/1/2018 7:26,5/1/2018 7:36,31203,14th & Rhode Island Ave NW,31219,10th St & Constitution Ave NW,W22443,Member
1391,5/1/2018 7:26,5/1/2018 7:50,31404,9th & Upshur St NW,31108,4th & M St SW,W22947,Member
237,5/1/2018 7:26,5/1/2018 7:30,31030,Lee Hwy & N Adams St,31017,Wilson Blvd & N Uhle St,W01025,Member
1343,5/1/2018 7:26,5/1/2018 7:49,31314,34th & Water St NW,31276,15th & L St NW,W20741,Member
733,5/1/2018 7:27,5/1/2018 7:39,31123,14th & Girard St NW,31262,11th & F St NW,W23207,Member
756,5/1/2018 7:27,5/1/2018 7:39,31607,14th & D St SE,31641,2nd St & Massachusetts Ave NE,W00098,Member
673,5/1/2018 7:27,5/1/2018 7:38,31249,Jefferson Memorial,31238,14th & G St NW,W22248,Member
1271,5/1/2018 7:27,5/1/2018 7:48,31636,New Jersey Ave & N St NW/Dunbar HS,31208,M St & New Jersey Ave SE,W01466,Member
270,5/1/2018 7:27,5/1/2018 7:31,31014,Lynn & 19th St North,31295,Potomac & M St NW,W21405,Member
185,5/1/2018 7:27,5/1/2018 7:30,31213,17th & K St NW,31250,20th & L St NW,W00629,Member
838,5/1/2018 7:27,5/1/2018 7:41,31619,Lincoln Park / 13th & East Capitol St NE ,31219,10th St & Constitution Ave NW,W21637,Member
378,5/1/2018 7:27,5/1/2018 7:33,31619,Lincoln Park / 13th & East Capitol St NE ,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W23018,Member
757,5/1/2018 7:27,5/1/2018 7:39,31102,11th & Kenyon St NW,31298,15th & M St NW,W21354,Casual
420,5/1/2018 7:27,5/1/2018 7:34,31266,11th & M St NW,31219,10th St & Constitution Ave NW,W20155,Member
426,5/1/2018 7:27,5/1/2018 7:34,31116,California St & Florida Ave NW,31221,18th & M St NW,W23454,Member
419,5/1/2018 7:27,5/1/2018 7:34,31223,Convention Center / 7th & M St NW,31519,1st & O St NW,W01468,Member
708,5/1/2018 7:27,5/1/2018 7:39,31208,M St & New Jersey Ave SE,31108,4th & M St SW,W21320,Member
986,5/1/2018 7:27,5/1/2018 7:43,31614,11th & H St NE,31227,13th St & New York Ave NW,W21432,Member
1174,5/1/2018 7:27,5/1/2018 7:47,31106,Calvert & Biltmore St NW,31228,8th & H St NW,W00917,Casual
1404,5/1/2018 7:27,5/1/2018 7:51,31024,Virginia Square Metro / N Monroe St & 9th St N,31267,17th St & Massachusetts Ave NW,W23359,Member
904,5/1/2018 7:27,5/1/2018 7:42,31511,12th & Irving St NE,31245,7th & R St NW / Shaw Library,W21176,Member
1064,5/1/2018 7:27,5/1/2018 7:45,31126,11th & Girard St NW,31234,20th & O St NW / Dupont South,W20809,Casual
473,5/1/2018 7:27,5/1/2018 7:35,32058,Sligo Ave & Carroll Ln,32001,Fenton St & New York Ave ,W00451,Member
261,5/1/2018 7:27,5/1/2018 7:32,31263,10th & K St NW,31213,17th & K St NW,W23378,Member
153,5/1/2018 7:27,5/1/2018 7:30,31605,3rd & D St SE,31610,Eastern Market / 7th & North Carolina Ave SE,W00401,Member
559,5/1/2018 7:27,5/1/2018 7:37,31623,Columbus Circle / Union Station,31272,Washington & Independence Ave SW/HHS,W00969,Member
305,5/1/2018 7:27,5/1/2018 7:33,31640,Maryland Ave & E St NE,31623,Columbus Circle / Union Station,W23189,Member
798,5/1/2018 7:28,5/1/2018 7:41,31271,Constitution Ave & 2nd St NW/DOL,31277,17th & G St NW,W22184,Member
260,5/1/2018 7:28,5/1/2018 7:32,31211,Kennedy Center,31260,23rd & E St NW ,W22703,Casual
900,5/1/2018 7:28,5/1/2018 7:43,31103,16th & Harvard St NW,31237,25th St & Pennsylvania Ave NW,W22747,Member
1279,5/1/2018 7:28,5/1/2018 7:49,31067,Columbia Pike & S Walter Reed Dr,31089,Court House Metro / 15th & N Uhle St ,W23314,Member
417,5/1/2018 7:28,5/1/2018 7:35,31623,Columbus Circle / Union Station,31264,6th St & Indiana Ave NW,W23302,Member
293,5/1/2018 7:28,5/1/2018 7:33,31214,17th & Corcoran St NW,31233,17th & K St NW / Farragut Square,W23136,Member
560,5/1/2018 7:28,5/1/2018 7:37,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31271,Constitution Ave & 2nd St NW/DOL,W01388,Member
414,5/1/2018 7:28,5/1/2018 7:35,31281,8th & O St NW,31213,17th & K St NW,W20664,Member
1609,5/1/2018 7:28,5/1/2018 7:55,31123,14th & Girard St NW,31243,4th & C St SW,W01370,Member
1097,5/1/2018 7:28,5/1/2018 7:46,31107,Lamont & Mt Pleasant NW,31231,14th & D St NW / Ronald Reagan Building,W20515,Member
832,5/1/2018 7:28,5/1/2018 7:42,31615,6th & H St NE,31243,4th & C St SW,W21454,Member
550,5/1/2018 7:28,5/1/2018 7:37,31111,10th & U St NW,31283,14th & L St NW,W22995,Member
452,5/1/2018 7:28,5/1/2018 7:36,31291,Vermont Ave & I St NW,31206,19th & E Street NW,W01241,Member
131,5/1/2018 7:28,5/1/2018 7:31,31123,14th & Girard St NW,31124,14th & Irving St NW,W00147,Member
1231,5/1/2018 7:28,5/1/2018 7:49,31302,Wisconsin Ave & Newark St NW,31260,23rd & E St NW ,W22202,Member
677,5/1/2018 7:28,5/1/2018 7:40,31105,14th & Harvard St NW,31267,17th St & Massachusetts Ave NW,W22801,Member
467,5/1/2018 7:29,5/1/2018 7:36,31093,21st St N & N Pierce St,31236,37th & O St NW / Georgetown University,W23348,Member
325,5/1/2018 7:29,5/1/2018 7:34,31229,New Hampshire Ave & T St NW,31213,17th & K St NW,W22681,Member
4804,5/1/2018 7:29,5/1/2018 8:49,31223,Convention Center / 7th & M St NW,31200,Massachusetts Ave & Dupont Circle NW,W21220,Member
919,5/1/2018 7:29,5/1/2018 7:44,31105,14th & Harvard St NW,31213,17th & K St NW,W21829,Member
466,5/1/2018 7:29,5/1/2018 7:36,31229,New Hampshire Ave & T St NW,31224,19th & L St NW,W22233,Member
529,5/1/2018 7:29,5/1/2018 7:37,31227,13th St & New York Ave NW,31205,21st & I St NW,W23360,Member
171,5/1/2018 7:29,5/1/2018 7:32,31008,12th & Army Navy Dr,31005,Pentagon City Metro / 12th & S Hayes St,W01243,Member
366,5/1/2018 7:29,5/1/2018 7:35,31202,14th & R St NW,31213,17th & K St NW,W20795,Member
2580,5/1/2018 7:29,5/1/2018 8:12,31917,N Lynn St & Fairfax Dr,31503,Florida Ave & R St NW,W20069,Member
504,5/1/2018 7:29,5/1/2018 7:37,31600,5th & K St NW,31213,17th & K St NW,W21559,Member
211,5/1/2018 7:29,5/1/2018 7:33,31636,New Jersey Ave & N St NW/Dunbar HS,31223,Convention Center / 7th & M St NW,W21321,Member
806,5/1/2018 7:29,5/1/2018 7:43,31628,1st & K St SE,31624,North Capitol St & F St NW,W21768,Member
338,5/1/2018 7:29,5/1/2018 7:35,31214,17th & Corcoran St NW,31125,15th & W St NW,W21177,Member
366,5/1/2018 7:29,5/1/2018 7:35,31638,1st & H St NW,31274,10th & G St NW,W23004,Member
336,5/1/2018 7:29,5/1/2018 7:35,31251,12th & L St NW,31231,14th & D St NW / Ronald Reagan Building,W01120,Member
823,5/1/2018 7:30,5/1/2018 7:43,31637,North Capitol St & G Pl NE,31298,15th & M St NW,W01060,Member
1569,5/1/2018 7:30,5/1/2018 7:56,31504,10th & Monroe St NE,31251,12th & L St NW,W20648,Member
1107,5/1/2018 7:30,5/1/2018 7:48,31108,4th & M St SW,31623,Columbus Circle / Union Station,W22605,Member
457,5/1/2018 7:30,5/1/2018 7:37,31619,Lincoln Park / 13th & East Capitol St NE ,31635,Potomac Ave & 8th St SE,W21396,Member
531,5/1/2018 7:30,5/1/2018 7:39,31119,14th & Belmont St NW,31278,18th & R St NW,W21058,Member
995,5/1/2018 7:30,5/1/2018 7:46,31128,23rd & M St NW,31227,13th St & New York Ave NW,W22420,Member
679,5/1/2018 7:30,5/1/2018 7:41,31604,3rd & H St NW,31242,18th St & Pennsylvania Ave NW,W00646,Member
233,5/1/2018 7:30,5/1/2018 7:34,31615,6th & H St NE,31623,Columbus Circle / Union Station,W00222,Member
170,5/1/2018 7:30,5/1/2018 7:33,31030,Lee Hwy & N Adams St,31028,N Veitch & Key Blvd,W01276,Member
158,5/1/2018 7:30,5/1/2018 7:33,31114,18th St & Wyoming Ave NW,31229,New Hampshire Ave & T St NW,W22694,Member
215,5/1/2018 7:30,5/1/2018 7:34,31125,15th & W St NW,31114,18th St & Wyoming Ave NW,W22189,Member
353,5/1/2018 7:30,5/1/2018 7:36,31622,13th & D St NE,31610,Eastern Market / 7th & North Carolina Ave SE,W22631,Member
1067,5/1/2018 7:30,5/1/2018 7:48,31603,1st & M St NE,31284,18th & C St NW,W20913,Member
1354,5/1/2018 7:30,5/1/2018 7:53,31517,Union Market/6th St & Neal Pl NE,31129,15th St & Pennsylvania Ave NW/Pershing Park,W21480,Member
305,5/1/2018 7:30,5/1/2018 7:35,31275,New Hampshire Ave & 24th St NW,31277,17th & G St NW,W22903,Member
985,5/1/2018 7:30,5/1/2018 7:47,31102,11th & Kenyon St NW,31276,15th & L St NW,W20001,Member
1301,5/1/2018 7:31,5/1/2018 7:52,32044,Rockville Metro East,32077,Rockville Pike & Old Georgetown Rd,W00790,Member
810,5/1/2018 7:31,5/1/2018 7:44,31109,7th & T St NW,31637,North Capitol St & G Pl NE,W00013,Member
697,5/1/2018 7:31,5/1/2018 7:42,31712,Oklahoma Ave & D St NE,31644,12th St & Pennsylvania Ave SE,W20462,Casual
269,5/1/2018 7:31,5/1/2018 7:35,31278,18th & R St NW,31267,17th St & Massachusetts Ave NW,W21681,Member
165,5/1/2018 7:31,5/1/2018 7:34,31917,N Lynn St & Fairfax Dr,31014,Lynn & 19th St North,W20594,Member
323,5/1/2018 7:31,5/1/2018 7:37,31069,Pershing & N George Mason Dr,31024,Virginia Square Metro / N Monroe St & 9th St N,W22543,Member
588,5/1/2018 7:31,5/1/2018 7:41,31108,4th & M St SW,31219,10th St & Constitution Ave NW,W22007,Member
162,5/1/2018 7:31,5/1/2018 7:34,31111,10th & U St NW,31120,10th & Florida Ave NW,W20562,Member
2085,5/1/2018 7:31,5/1/2018 8:06,32001,Fenton St & New York Ave ,31507,1st & Washington Hospital Center NW,W20990,Member
1261,5/1/2018 7:32,5/1/2018 7:53,31019,Wilson Blvd & N Edgewood St,31259,20th St & Virginia Ave NW,W21998,Member
442,5/1/2018 7:32,5/1/2018 7:39,31030,Lee Hwy & N Adams St,31014,Lynn & 19th St North,W22818,Member
474,5/1/2018 7:32,5/1/2018 7:39,31265,5th St & Massachusetts Ave NW,31218,L'Enfant Plaza / 7th & C St SW,W23503,Member
949,5/1/2018 7:32,5/1/2018 7:47,31644,12th St & Pennsylvania Ave SE,31244,4th & E St SW,W20080,Member
1043,5/1/2018 7:32,5/1/2018 7:49,31507,1st & Washington Hospital Center NW,31604,3rd & H St NW,W22487,Member
1036,5/1/2018 7:32,5/1/2018 7:49,31503,Florida Ave & R St NW,31272,Washington & Independence Ave SW/HHS,W23235,Member
1539,5/1/2018 7:32,5/1/2018 7:57,31404,9th & Upshur St NW,31275,New Hampshire Ave & 24th St NW,W00571,Member
543,5/1/2018 7:32,5/1/2018 7:41,31074,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,31022,Clarendon Metro / Wilson Blvd & N Highland St,W00384,Member
1632,5/1/2018 7:32,5/1/2018 7:59,31501,12th & Newton St NE,31643,1st & D St SE,W22751,Member
329,5/1/2018 7:32,5/1/2018 7:38,31600,5th & K St NW,31274,10th & G St NW,W01408,Member
1000,5/1/2018 7:32,5/1/2018 7:49,31239,Rhode Island & Connecticut Ave NW,31636,New Jersey Ave & N St NW/Dunbar HS,W23261,Member
809,5/1/2018 7:32,5/1/2018 7:46,31016,Clarendon Blvd & Pierce St,31260,23rd & E St NW ,W20716,Member
1080,5/1/2018 7:32,5/1/2018 7:50,31506,1st & Rhode Island Ave NW,31284,18th & C St NW,W22558,Member
2383,5/1/2018 7:32,5/1/2018 8:12,31121,Calvert St & Woodley Pl NW,31008,12th & Army Navy Dr,W23388,Member
1974,5/1/2018 7:32,5/1/2018 8:05,31094,Lee Hwy & N Kirkwood Rd,31216,14th St & New York Ave NW,W22718,Member
266,5/1/2018 7:32,5/1/2018 7:37,31036,George Mason Dr & Wilson Blvd,31037,Ballston Metro / N Stuart & 9th St N,W20426,Member
393,5/1/2018 7:32,5/1/2018 7:39,31229,New Hampshire Ave & T St NW,31128,23rd & M St NW,W20417,Member
754,5/1/2018 7:32,5/1/2018 7:45,31639,2nd & G St NE,31232,7th & F St NW / National Portrait Gallery,W21381,Member
1205,5/1/2018 7:33,5/1/2018 7:53,31708,Anacostia Ave & Benning Rd NE / River Terrace ,31520,24th & R St NE / National Arboretum,W22053,Member
2662,5/1/2018 7:33,5/1/2018 8:17,31106,Calvert & Biltmore St NW,31269,3rd St & Pennsylvania Ave SE,W23187,Member
678,5/1/2018 7:33,5/1/2018 7:44,31120,10th & Florida Ave NW,31228,8th & H St NW,W21232,Member
1191,5/1/2018 7:33,5/1/2018 7:53,31644,12th St & Pennsylvania Ave SE,31283,14th & L St NW,W20331,Member
157,5/1/2018 7:33,5/1/2018 7:35,32014,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,32040,Friendship Blvd & Willard Ave,W20518,Member
670,5/1/2018 7:33,5/1/2018 7:44,31109,7th & T St NW,31238,14th & G St NW,W21912,Member
1005,5/1/2018 7:33,5/1/2018 7:50,31246,M St & Pennsylvania Ave NW,31227,13th St & New York Ave NW,W21823,Member
561,5/1/2018 7:33,5/1/2018 7:42,31215,Georgetown Harbor / 30th St NW,31014,Lynn & 19th St North,W01373,Member
472,5/1/2018 7:33,5/1/2018 7:41,31636,New Jersey Ave & N St NW/Dunbar HS,31251,12th & L St NW,W00267,Member
306,5/1/2018 7:33,5/1/2018 7:38,31111,10th & U St NW,31110,20th St & Florida Ave NW,W22640,Member
1179,5/1/2018 7:33,5/1/2018 7:53,31314,34th & Water St NW,31294,7th & E St SW,W20813,Member
285,5/1/2018 7:33,5/1/2018 7:38,31021,Clarendon Blvd & N Fillmore St,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W22905,Member
315,5/1/2018 7:33,5/1/2018 7:39,31600,5th & K St NW,31230,Metro Center / 12th & G St NW,W00079,Member
286,5/1/2018 7:33,5/1/2018 7:38,31103,16th & Harvard St NW,31121,Calvert St & Woodley Pl NW,W23082,Member
802,5/1/2018 7:34,5/1/2018 7:47,31626,15th St & Massachusetts Ave SE,31209,1st & N St  SE,W00516,Member
458,5/1/2018 7:34,5/1/2018 7:41,31281,8th & O St NW,31603,1st & M St NE,w00644,Member
212,5/1/2018 7:34,5/1/2018 7:37,31631,8th & F St NE,31623,Columbus Circle / Union Station,W22408,Member
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
